경기도 부천시 범박동,1,2,7,0,1,0,0,2,0,2,0,0,2,0,1,0,0,0,5
경기도 부천시 삼정동,1,1,7,0,4,0,0,1,0,0,0,0,2,0,0,3,0,0,6
경기도 부천시 상1동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
경기도 부천시 상2동,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
경기도 부천시 상3동,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1
경기도 부천시 상동,14,21,74,0,19,0,0,9,0,6,3,2,34,3,5,13,0,2,37
경기도 부천시 성곡동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
경기도 부천시 소사동,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0
경기도 부천시 소사본1동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
경기도 부천시 소사본3동,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
경기도 부천시 소사본동,3,13,16,0,14,0,0,5,1,1,2,0,8,1,2,5,0,0,8
경기도 부천시 송내1동,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
경기도 부천시 송내2동,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
경기도 부천시 송내동,4,3,13,0,13,0,0,3,0,3,1,0,7,1,3,8,0,2,9
경기도 부천시 심곡2동,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 부천시 심곡3동,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 부천시 심곡동,3,8,23,0,27,0,0,2,1,0,2,0,8,0,0,6,0,1,13
경기도 부천시 심곡본1동,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
경기도 부천시 심곡본동,2,13,33,0,8,0,0,2,0,2,1,0,11,1,0,6,0,0,15
경기도 부천시 약대동,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,2
경기도 부천시 여월동,1,2,4,0,3,0,0,2,0,0,0,0,1,0,2,1,0,0,1
경기도 부천시 역고동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 부천시 역곡동,2,8,25,0,4,0,0,3,0,1,1,0,11,0,1,10,0,2,10
경기도 부천시 오정동,0,6,10,0,6,0,0,3,0,1,0,1,5,0,1,7,0,1,5
